^Annotation
!Annotation_date = 05/18/2005 15:15:04
!Annotation_platform = GPL771
!Annotation_platform_title =Rosetta (Merck) Human 50k array
!Annotation_platform_organism = Homo sapiens
#ID =  Platform reference identifier
#Gene = Description field extracted from Entrez Gene
#Unigene = Cluster ID extracted from Entrez UniGene
#UniGene title = UniGene title extracted from Entrez UniGene
#Nucleotide = Title extracted from Entrez Nucleotide
#Protein = Title extracted from Entrez Protein
#GI = GenBank identifier(s)
#GenBank Accession = GenBank accession(s)
#Gene symbol = Gene name field extracted from Entrez Gene
#Platform_CLONEID = CLONE_ID column from GEO Platform data table
#Platform_ORF = ORF column from GEO Platform data table
#Platform_SPOTID = SPOT_ID column from GEO Platform data table
#Platform_SPACC = SP_ACC column from GEO Platform data table
#Platform_PTACC = PT_ACC column from GEO Platform data table
ID	Gene	Unigene	UniGene title	Nucleotide	Protein	GI	GenBank Accession	Gene symbol	Platform_CLONEID	Platform_ORF	Platform_SPOTID	Platform_SPACC	Platform_PTACC
1143880	microtubule-associated protein 2	Hs.368281	Microtubule-associated protein 2			409874	U01828	MAP2					
1132664	phosphatidylinositol glycan, class H	Hs.284157	Phosphatidylinositol glycan, class H			404725	L19783	PIGH					
1013671	Duffy blood group	Hs.153381	Duffy blood group			425267	U01839	FY					
1132166	advanced glycosylation end product-specific receptor	Hs.184	Advanced glycosylation end product-specific receptor			190845	M91211	AGER					
1143652	phosphodiesterase 4B, cAMP-specific (phosphodiesterase E4 dunce homolog, Drosophila)					347131	L20971	PDE4B					
1175772		Hs.437211	Phosphodiesterase 4C, cAMP-specific (phosphodiesterase E1 dunce homolog, Drosophila)			2279681	AA535428	PDE4C					
1143883	paired box gene 3 (Waardenburg syndrome 1)	Hs.42146	Paired box gene 3 (Waardenburg syndrome 1)			435420	U02309	PAX3					
1143767	benzodiazapine receptor (peripheral)	Hs.202	Benzodiazapine receptor (peripheral)			184333	M36035	BZRP					
1143491	cholecystokinin B receptor	Hs.203	Cholecystokinin B receptor			436039	D13305	CCKBR					
1143651	glucagon receptor	Hs.208	Glucagon receptor			405189	L20316	GCGR					
1143502	leukocyte tyrosine kinase	Hs.434481	Leukocyte tyrosine kinase			440854	D16105	LTK					
1143887	neuro-oncological ventral antigen 1					440877	U04840	NOVA1					
1143629	transforming growth factor, beta receptor I (activin A receptor type II-like kinase, 53kDa)	Hs.494622	Transforming growth factor, beta receptor I (activin A receptor type II-like kinase, 53kDa)			431034	L11695	TGFBR1					
1010600	integrin, alpha 9	Hs.113157	Integrin, alpha 9			464180	D25303	ITGA9					
1132471	fibromodulin	Hs.519168	Fibromodulin			450854	U05291	FMOD					
1144045	forkhead box M1	Hs.239	Forkhead box M1			1842252	U74612	FOXM1					
1171396		Hs.240	M-phase phosphoprotein 1			3778420	AI214819	MPHOSPH1					
1143877	glucose-6-phosphatase, catalytic (glycogen storage disease type I, von Gierke disease)	Hs.212293	Glucose-6-phosphatase, catalytic (glycogen storage disease type I, von Gierke disease)			452443	U01120	G6PC					
1141508	amino-terminal enhancer of split	Hs.515053	Amino-terminal enhancer of split			3309588	AF072902	AES					
1143496	mitogen-activated protein kinase kinase kinase 8	Hs.432453	Mitogen-activated protein kinase kinase kinase 8			453578	D14497	MAP3K8					
1143974	xanthine dehydrogenase	Hs.250	Xanthine dehydrogenase			1314286	U39487	XDH					
1015637	adenosine A3 receptor	Hs.281342	Adenosine A3 receptor			440547	X76981	ADORA3					
1143886	patatin-like phospholipase domain containing 4	Hs.264	Patatin-like phospholipase domain containing 4			458225	U03886	PNPLA4					
1143889	POU domain, class 4, transcription factor 2	Hs.266	POU domain, class 4, transcription factor 2			458390	U06233	POU4F2					
1141484	pleckstrin homology, Sec7 and coiled-coil domains, binding protein	Hs.270	Pleckstrin homology, Sec7 and coiled-coil domains, binding protein			3192908	AF068836	PSCDBP					
1176227		Hs.513439	Galactosylceramidase (Krabbe disease)			3039741	AA904618	GALC					
1143643	megakaryocyte-associated tyrosine kinase	Hs.515069	Megakaryocyte-associated tyrosine kinase			455449	L18974	MATK					
1338353		Hs.509651	Farnesyltransferase, CAAX box, beta			1644811	AA098935	FNTB					
1011465	pre-T/NK cell associated protein					306322	L17325	1D12A					
1143641	chromosome 15 open reading frame 31					306436	L17330	C15orf31					
1143511	ribosomal protein L4	Hs.432898	Ribosomal protein L4			432358	D23660	RPL4					
1132408	phospholipase A2, group V	Hs.319438	Phospholipase A2, group V			460914	U03090	PLA2G5					
1143631	glutamyl aminopeptidase (aminopeptidase A)	Hs.435765	Glutamyl aminopeptidase (aminopeptidase A)			347892	L12468	ENPEP					
1013969				Human receptor tyrosine kinase (DTK) mRNA, complete cds		622984	U18934						
1143758	human immunodeficiency virus type I enhancer binding protein 1	Hs.549037	Human immunodeficiency virus type I enhancer binding protein 1			181487	M32019	HIVEP1					
1141374	arrestin 3, retinal (X-arrestin)	Hs.308	Arrestin 3, retinal (X-arrestin)			2613150	AF033105	ARR3					
1013655	phosphoribosyl pyrophosphate amidotransferase	Hs.331420	Phosphoribosyl pyrophosphate amidotransferase			404860	U00238	PPAT					
1141436	secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)	Hs.313	Secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)			3360431	AF052124	SPP1					
1143656	mucin 2, intestinal/tracheal	Hs.315	Mucin 2, intestinal/tracheal			454153	L21998	MUC2					
1143507	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6	Hs.408461	DEAD (Asp-Glu-Ala-Asp) box polypeptide 6			402515	D17532	DDX6					
1362545		Hs.523789	Trophoblast-derived noncoding RNA			4896723	AI685429	TncRNA					
1143508	xeroderma pigmentosum, complementation group C	Hs.475538	Xeroderma pigmentosum, complementation group C			475156	D21089	XPC					
1143897	TAR (HIV) RNA binding protein 2	Hs.326	TAR (HIV) RNA binding protein 2			7412847	U08998	TARBP2					
1013688	general transcription factor IIIC, polypeptide 1, alpha 220kDa	Hs.371718	General transcription factor IIIC, polypeptide 1, alpha 220kDa			414932	U02619	GTF3C1					
1345669		Hs.334	Rho guanine nucleotide exchange factor (GEF) 5			3244911	AI027395	ARHGEF5					
1013768	purinergic receptor P2Y, G-protein coupled, 2	Hs.339	Purinergic receptor P2Y, G-protein coupled, 2			984506	U07225	P2RY2					
1010658	calcium/calmodulin-dependent protein kinase IV	Hs.220629	Calcium/calmodulin-dependent protein kinase IV			487908	D30742	CAMK4					
1013703	t-complex 10 (mouse)	Hs.351	T-complex 10 (mouse)			424101	U03399	TCP10					
1143896	folate receptor 3 (gamma)	Hs.352	Folate receptor 3 (gamma)			478886	U08471	FOLR3					
1143899	zinc finger protein 134 (clone pHZ-15)	Hs.469694	Zinc finger protein 134 (clone pHZ-15)			488552	U09412	ZNF134					
1143506	6-pyruvoyltetrahydropterin synthase	Hs.503860	6-pyruvoyltetrahydropterin synthase			451207	D17400	PTS					
1143888				Human ribosomal protein S1 homolog mRNA, partial cds		497001	U05589						
1143894	opioid receptor, delta 1	Hs.372	Opioid receptor, delta 1			27545516	U07882	OPRD1					
1143879	solute carrier family 1 (glial high affinity glutamate transporter), member 2	Hs.502338	Solute carrier family 1 (glial high affinity glutamate transporter), member 2			498250	U01824	SLC1A2					
1013690	fms-related tyrosine kinase 3	Hs.507590	Fms-related tyrosine kinase 3			409572	U02687	FLT3					
1143504	nudix (nucleoside diphosphate linked moiety X)-type motif 1	Hs.534331	Nudix (nucleoside diphosphate linked moiety X)-type motif 1			2077946	D16581	NUDT1					
1010601	prostaglandin I2 (prostacyclin) receptor (IP)	Hs.458324	Prostaglandin I2 (prostacyclin) receptor (IP)			467509	D25418	PTGIR					
1143501	adrenomedullin	Hs.441047	Adrenomedullin			455470	D14874	ADM					
1013715	chemokine (C-C motif) receptor 2	Hs.511794	Chemokine (C-C motif) receptor 2			472555	U03882	CCR2					
1143636	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	Hs.493585	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3			306448	L13744	MLLT3					
1143846	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3	Hs.406	Solute carrier family 6 (neurotransmitter transporter, dopamine), member 3			703094	M95167	SLC6A3					
1143509	collagen, type IV, alpha 6	Hs.145586	Collagen, type IV, alpha 6			466537	D21337	COL4A6					
1013808	fibroblast activation protein, alpha	Hs.516493	Fibroblast activation protein, alpha			1888315	U09278	FAP					
1340274	distal-less homeo box 2					1477591	U51003	DLX2					
1012410	regenerating islet-derived 3 alpha	Hs.423	Regenerating islet-derived 3 alpha			189600	M84337	REG3A					
1143885	fms-related tyrosine kinase 3 ligand	Hs.428	Fms-related tyrosine kinase 3 ligand			494978	U03858	FLT3LG					
1143901	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9) isoform 3	Hs.429	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit c (subunit 9) isoform 3			1008454	U09813	ATP5G3					
1130405	plastin 1 (I isoform)	Hs.203637	Plastin 1 (I isoform)			405229	L20826	PLS1					
1011433	polycomb group ring finger 4	Hs.380403	Polycomb group ring finger 4			291872	L13689	PCGF4					
1143895	transcription factor 15 (basic helix-loop-helix)	Hs.437	Transcription factor 15 (basic helix-loop-helix)			488286	U08336	TCF15					
1143905	mesenchyme homeo box 1	Hs.438	Mesenchyme homeo box 1			505653	U10492	MEOX1					
1144213							X77386						
1143907	leukotriene C4 synthase	Hs.456	Leukotriene C4 synthase			508820	U11552	LTC4S					
1144218	fucosyltransferase 7 (alpha (1,3) fucosyltransferase)	Hs.457	Fucosyltransferase 7 (alpha (1,3) fucosyltransferase)			516292	X78031	FUT7					
1175270	solute carrier family 18 (vesicular acetylcholine), member 3	Hs.534349	Solute carrier family 18 (vesicular acetylcholine), member 3			507743	U09210	SLC18A3					
1143649	activating transcription factor 3	Hs.460	Activating transcription factor 3			442421	L19871	ATF3					
1013716	potassium inwardly-rectifying channel, subfamily J, member 1	Hs.527830	Potassium inwardly-rectifying channel, subfamily J, member 1			433142	U03884	KCNJ1					
1176817		Hs.440475	Succinate dehydrogenase complex, subunit A, flavoprotein (Fp)			3400903	AI074259	SDHA					
1131914	hydroxysteroid (17-beta) dehydrogenase 3	Hs.477	Hydroxysteroid (17-beta) dehydrogenase 3			531161	U05659	HSD17B3					
1143926	RAB5C, member RAS oncogene family	Hs.514182	RAB5C, member RAS oncogene family			642531	U18420	RAB5C					
1143818	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	Hs.502	Transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)			188505	M74447	TAP2					
1143893	ISL1 transcription factor, LIM/homeodomain, (islet-1)	Hs.505	ISL1 transcription factor, LIM/homeodomain, (islet-1)			533418	U07559	ISL1					
1011489	corneodesmosin					414809	L20815	CDSN					
1013860	cyclin H	Hs.146607	Cyclin H			536919	U11791	CCNH					
1143912	WW domain containing oxidoreductase					538131	U13395	WWOX					
1147395		Hs.549074	Nuclear receptor subfamily 2, group C, member 2			4534540	AI571166	NR2C2					
1144226	collagen, type IV, alpha 3 (Goodpasture antigen)	Hs.471525	Collagen, type IV, alpha 3 (Goodpasture antigen)			3702451	X80031	COL4A3					
1143671				Human afamin mRNA, complete cds		533885	L32140						
1143761	phosducin	Hs.550	Phosducin			177186	M33478	PDC					
1141437	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	Hs.552	Steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)			3360434	AF052126	SRD5A1					
1143611	solute carrier family 6 (neurotransmitter transporter, serotonin), member 4	Hs.448453	Solute carrier family 6 (neurotransmitter transporter, serotonin), member 4			291819	L05568	SLC6A4					
1345579				om19d12.s1 Soares_NFL_T_GBC_S1 Homo sapiens cDNA clone IMAGE:1541495 3', mRNA sequence		3076214	AA927317						
1012351	adrenergic, alpha-1D-, receptor					177806	M76446	ADRA1D					
1143663	apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1	Hs.560	Apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1			609447	L26234	APOBEC1					
1144094	orosomucoid 1	Hs.494894	Orosomucoid 1			24444	X02544	ORM1					
1143721	fructose-1,6-bisphosphatase 1	Hs.494496	Fructose-1,6-bisphosphatase 1			178348	M19922	FBP1					
1143819	aldehyde dehydrogenase 3 family, memberA1	Hs.531682	Aldehyde dehydrogenase 3 family, memberA1			178401	M74542	ALDH3A1					
1142546		Hs.370858	Fucosidase, alpha-L- 1, tissue			4083335	AI346129	FUCA1					
1144103	apolipoprotein B (including Ag(x) antigen)	Hs.120759	Apolipoprotein B (including Ag(x) antigen)			34330	X04506	APOB					
1143672	arylacetamide deacetylase (esterase)	Hs.506908	Arylacetamide deacetylase (esterase)			537513	L32179	AADAC					
1143772	glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)	Hs.500756	Glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)			179066	M37400	GOT1					
1143621	ATPase, H+ transporting, lysosomal 70kD, V1 subunit A, isoform 2					291865	L09234	ATP6V1A2					
1176478		Hs.496414	ATPase, Cu++ transporting, alpha polypeptide (Menkes syndrome)			3178563	AA994569	ATP7A					
1143811	dystonin	Hs.485616	Dystonin			179522	M69225	DST					
1141192	lectin, galactoside-binding, soluble, 3 (galectin 3)	Hs.531081	Lectin, galactoside-binding, soluble, 3 (galectin 3)			2385451	AB006780	LGALS3					
1143848	v-raf murine sarcoma viral oncogene homolog B1	Hs.490366	V-raf murine sarcoma viral oncogene homolog B1			41387219	M95712	BRAF					
1143716	interleukin 8	Hs.624	Interleukin 8			179579	M17017	IL8					
1170203	calcium channel, voltage-dependent, beta 1 subunit					187014	L06110	CACNB1					
1143632	S100 calcium binding protein G	Hs.639	S100 calcium binding protein G			291883	L13220	S100G					
1011283	calcitonin receptor	Hs.489127	Calcitonin receptor			179879	L00587	CALCR					
1143740	carboxypeptidase A3 (mast cell)	Hs.646	Carboxypeptidase A3 (mast cell)			179933	M27717	CPA3					
1144189	CD40 ligand (TNF superfamily, member 5, hyper-IgM syndrome)	Hs.652	CD40 ligand (TNF superfamily, member 5, hyper-IgM syndrome)			37269	X68550	CD40LG					
1143762	cell division cycle 25C	Hs.656	Cell division cycle 25C			180175	M34065	CDC25C					
1338605		Hs.532853	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa			2457727	AA609299	NDUFB7					
1012161	cerebellin 1 precursor	Hs.458423	Cerebellin 1 precursor			180250	M58583	CBLN1					
1011964	cystic fibrosis transmembrane conductance regulator, ATP-binding cassette (sub-family C, member 7)	Hs.489786	Cystic fibrosis transmembrane conductance regulator, ATP-binding cassette (sub-family C, member 7)			180331	M28668	CFTR					
1012284	interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35)	Hs.673	Interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35)			189233	M65291	IL12A					
1012283	interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)	Hs.674	Interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)			189235	M65290	IL12B					
1144131	cytochrome P450, family 4, subfamily B, polypeptide 1	Hs.436317	Cytochrome P450, family 4, subfamily B, polypeptide 1			35204	X16699	CYP4B1					
1143737	tumor-associated calcium signal transducer 1	Hs.692	Tumor-associated calcium signal transducer 1			619789	M26481	TACSTD1					
1142813		Hs.549029	Cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa			4222381	AI392834	CSTF2					
1143722	interleukin 3 (colony-stimulating factor, multiple)	Hs.694	Interleukin 3 (colony-stimulating factor, multiple)			186328	M20137	IL3					
1143606	cystatin B (stefin B)	Hs.695	Cystatin B (stefin B)			291926	L03558	CSTB					
1346079		Hs.120446	Hypothetical protein FLJ20618			1158223	N37081	FLJ20618					
1012207	cytochrome P450, family 2, subfamily C, polypeptide 18	Hs.511872	Cytochrome P450, family 2, subfamily C, polypeptide 18			177181	M61853	CYP2C18					
1012556	keratin 2A (epidermal ichthyosis bullosa of Siemens)	Hs.707	Keratin 2A (epidermal ichthyosis bullosa of Siemens)			181401	M99061	KRT2A					
1143792	deoxycytidine kinase	Hs.709	Deoxycytidine kinase			181509	M60527	DCK					
1143850	defensin, alpha 6, Paneth cell-specific	Hs.711	Defensin, alpha 6, Paneth cell-specific			181546	M98331	DEFA6					
1011172	inhibin, beta A (activin A, activin AB alpha polypeptide)	Hs.28792	Inhibin, beta A (activin A, activin AB alpha polypeptide)			181946	J03634	INHBA					
1015275				Human ECRP gene for eosinophil cationic related protein		22940	X55989						
1143790	erythrocyte membrane protein band 4.2	Hs.368642	Erythrocyte membrane protein band 4.2			951197	M60298	EPB42					
1012226	immediate early response 2	Hs.501629	Immediate early response 2			182260	M62831	IER2					
1165726		Hs.446522	Ribosomal protein L14			4299833	AI434960	RPL14					
1144147	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1	Hs.444304	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1			35502	X52638	PFKFB1					
1351847		Hs.395482	PTK2 protein tyrosine kinase 2			3052135	AA912743	PTK2					
1131676	Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide	Hs.433300	Fc fragment of IgE, high affinity I, receptor for; gamma polypeptide			182487	M33195	FCER1G					
1143576	ferredoxin 1	Hs.744	Ferredoxin 1			178085	J03548	FDX1					
1350403		Hs.264887	Leucine zipper-EF-hand containing transmembrane protein 2			1269676	N99235	LETM2					
1340372	fibrillin 1 (Marfan syndrome)	Hs.146447	Fibrillin 1 (Marfan syndrome)			397553	X63556	FBN1					
1143793	formyl peptide receptor 1					182662	M60626	FPR1					
1143849	folylpolyglutamate synthase	Hs.335084	Folylpolyglutamate synthase			292028	M98045	FPGS					
1011880	RAS p21 protein activator (GTPase activating protein) 1	Hs.292524	RAS p21 protein activator (GTPase activating protein) 1			182971	M23379	RASA1					
1144135	GATA binding protein 1 (globin transcription factor 1)	Hs.765	GATA binding protein 1 (globin transcription factor 1)			31242	X17254	GATA1					
1011525				Human geranylgeranyltransferase type I beta-subunit mRNA, complete cds		466490	L25441						
1143600	growth hormone releasing hormone receptor	Hs.767	Growth hormone releasing hormone receptor			183172	L01406	GHRHR					
1143711	phosphorylase, glycogen; liver (Hers disease, glycogen storage disease type VI)	Hs.282417	Phosphorylase, glycogen; liver (Hers disease, glycogen storage disease type VI)			183352	M14636	PYGL					
1011205	glycogen synthase 1 (muscle)	Hs.386225	Glycogen synthase 1 (muscle)			183354	J04501	GYS1					
1143969	phosphodiesterase 3A, cGMP-inhibited	Hs.386791	Phosphodiesterase 3A, cGMP-inhibited			1039473	U36798	PDE3A					
1132235	guanylate cyclase activator 2A (guanylin)	Hs.778	Guanylate cyclase activator 2A (guanylin)			183414	M97496	GUCA2A					
1011368	Epstein-Barr virus induced gene 2 (lymphocyte-specific G protein-coupled receptor)	Hs.784	Epstein-Barr virus induced gene 2 (lymphocyte-specific G protein-coupled receptor)			292056	L08177	EBI2					
1012073	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41B)	Hs.411312	Integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41B)			183510	M34480	ITGA2B					
1352694		Hs.371240	A kinase (PRKA) anchor protein (gravin) 12			3178583	AA994589	AKAP12					
1144117							X12510						
1011313	tripartite motif-containing 23	Hs.792	Tripartite motif-containing 23			292069	L04510	TRIM23					
1144164	nuclear transcription factor Y, alpha	Hs.10441	Nuclear transcription factor Y, alpha			35047	X59711	NFYA					
1012181	heparin-binding EGF-like growth factor	Hs.799	Heparin-binding EGF-like growth factor			183866	M60278	HBEGF					
1143666	heterogeneous nuclear ribonucleoprotein F	Hs.808	Heterogeneous nuclear ribonucleoprotein F			452047	L28010	HNRPF					
