^Annotation
!Annotation_date = 05/20/2005 14:47:17
!Annotation_platform = GPL96
!Annotation_platform_title =Affymetrix GeneChip Human Genome U133 Array Set  HG-U133A
!Annotation_platform_organism = Homo sapiens
#ID =  Platform reference identifier
#Gene = Description field extracted from Entrez Gene
#Unigene = Cluster ID extracted from Entrez UniGene
#UniGene title = UniGene title extracted from Entrez UniGene
#Nucleotide = Title extracted from Entrez Nucleotide
#Protein = Title extracted from Entrez Protein
#GI = GenBank identifier(s)
#GenBank Accession = GenBank accession(s)
#Gene symbol = Gene name field extracted from Entrez Gene
#Platform_CLONEID = CLONE_ID column from GEO Platform data table
#Platform_ORF = ORF column from GEO Platform data table
#Platform_SPOTID = SPOT_ID column from GEO Platform data table
#Platform_SPACC = SP_ACC column from GEO Platform data table
#Platform_PTACC = PT_ACC column from GEO Platform data table
ID	Gene	Unigene	UniGene title	Nucleotide	Protein	GI	GenBank Accession	Gene symbol	Platform_CLONEID	Platform_ORF	Platform_SPOTID	Platform_SPACC	Platform_PTACC
200005_at	eukaryotic translation initiation factor 3, subunit 7 zeta, 66/67kDa	Hs.55682	Eukaryotic translation initiation factor 3, subunit 7 zeta, 66/67kDa			23238220	NM_003753	EIF3S7					
200006_at	Parkinson disease (autosomal recessive, early onset) 7	Hs.419640	Parkinson disease (autosomal recessive, early onset) 7			34222306	NM_007262	PARK7					
200007_at	signal recognition particle 14kDa (homologous Alu RNA binding protein)	Hs.533732	Signal recognition particle 14kDa (homologous Alu RNA binding protein)			31543652	NM_003134	SRP14					
200008_s_at	GDP dissociation inhibitor 2	Hs.299055	GDP dissociation inhibitor 2			285974	D13988	GDI2					
200009_at	GDP dissociation inhibitor 2	Hs.299055	GDP dissociation inhibitor 2			6598322	NM_001494	GDI2					
200010_at	ribosomal protein L11	Hs.388664	Ribosomal protein L11			15431289	NM_000975	RPL11					
200011_s_at	ADP-ribosylation factor 3	Hs.119177	ADP-ribosylation factor 3			4502202	NM_001659	ARF3					
200012_x_at	ribosomal protein L21	Hs.381123	Ribosomal protein L21			18104947	NM_000982	RPL21					
200013_at	ribosomal protein L24	Hs.477028	Ribosomal protein L24			17017969	NM_000986	RPL24					
200014_s_at	heterogeneous nuclear ribonucleoprotein C (C1/C2)	Hs.508848	Heterogeneous nuclear ribonucleoprotein C (C1/C2)			14110430	NM_004500	HNRPC					
200015_s_at	septin 2	Hs.335057	Septin 2			56550108	NM_004404	SEPT2					
200016_x_at	heterogeneous nuclear ribonucleoprotein A1	Hs.546261	Heterogeneous nuclear ribonucleoprotein A1			4504444	NM_002136	HNRPA1					
200017_at	ribosomal protein S27a	Hs.546292	Ribosomal protein S27a			27436941	NM_002954	RPS27A					
200018_at	ribosomal protein S13	Hs.446588	Ribosomal protein S13			14591910	NM_001017	RPS13					
200019_s_at	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived); ribosomal protein S30	Hs.387208	Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived); ribosomal protein S30			17981709	NM_001997	FAU					
200020_at	TAR DNA binding protein	Hs.300624	TAR DNA binding protein			42741653	NM_007375	TARDBP					
200021_at	cofilin 1 (non-muscle)	Hs.170622	Cofilin 1 (non-muscle)			49472823	NM_005507	CFL1					
200022_at	ribosomal protein L18	Hs.515517	Ribosomal protein L18			15431298	NM_000979	RPL18					
200023_s_at	eukaryotic translation initiation factor 3, subunit 5 epsilon, 47kDa	Hs.516023	Eukaryotic translation initiation factor 3, subunit 5 epsilon, 47kDa			4503518	NM_003754	EIF3S5					
200024_at	ribosomal protein S5	Hs.378103	Ribosomal protein S5			13904869	NM_001009	RPS5					
200025_s_at	ribosomal protein L27	Hs.514196	Ribosomal protein L27			17017972	NM_000988	RPL27					
200026_at	ribosomal protein L34	Hs.438227	Ribosomal protein L34			16117786	NM_000995	RPL34					
200027_at	asparaginyl-tRNA synthetase	Hs.465224	Asparaginyl-tRNA synthetase			7262387	NM_004539	NARS					
200028_s_at	START domain containing 7	Hs.469331	START domain containing 7			21450854	NM_020151	STARD7					
200029_at	ribosomal protein L19	Hs.381061	Ribosomal protein L19			17158042	NM_000981	RPL19					
200030_s_at	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3	Hs.290404	Solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3			47132592	NM_002635	SLC25A3					
200031_s_at	ribosomal protein S11	Hs.433529	Ribosomal protein S11			34335149	NM_001015	RPS11					
200032_s_at	ribosomal protein L9	Hs.513083	Ribosomal protein L9			15431302	NM_000661	RPL9					
200033_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 5	Hs.279806	DEAD (Asp-Glu-Ala-Asp) box polypeptide 5			13514826	NM_004396	DDX5					
200034_s_at	ribosomal protein L6	Hs.528668	Ribosomal protein L6			16753226	NM_000970	RPL6					
200035_at	dullard homolog (Xenopus laevis)	Hs.513913	Dullard homolog (Xenopus laevis)			34222318	NM_015343	DULLARD					
200036_s_at	ribosomal protein L10a	Hs.148340	Ribosomal protein L10a			15431287	NM_007104	RPL10A					
200037_s_at	chromobox homolog 3 (HP1 gamma homolog, Drosophila)	Hs.381189	Chromobox homolog 3 (HP1 gamma homolog, Drosophila)			20544150	NM_016587	CBX3					
200038_s_at	ribosomal protein L17	Hs.374588	CDNA sequence BC022357			14591906	NM_000985	RPL17					
200039_s_at	proteasome (prosome, macropain) subunit, beta type, 2	Hs.471441	Proteasome (prosome, macropain) subunit, beta type, 2			22538463	NM_002794	PSMB2					
200040_at	KH domain containing, RNA binding, signal transduction associated 1	Hs.445893	KH domain containing, RNA binding, signal transduction associated 1			5730026	NM_006559	KHDRBS1					
200041_s_at	HLA-B associated transcript 1	Hs.254042	HLA-B associated transcript 1			45580710	NM_004640	BAT1					
200042_at	hypothetical protein HSPC117	Hs.474643	Hypothetical protein HSPC117			31542944	NM_014306	HSPC117					
200043_at	enhancer of rudimentary homolog (Drosophila)	Hs.509791	Enhancer of rudimentary homolog (Drosophila)			4758301	NM_004450	ERH					
200044_at	splicing factor, arginine/serine-rich 9	Hs.369624	Splicing factor, arginine/serine-rich 9			38016912	NM_003769	SFRS9					
200045_at	ATP-binding cassette, sub-family F (GCN20), member 1	Hs.9573	ATP-binding cassette, sub-family F (GCN20), member 1			10947134	NM_001090	ABCF1					
200046_at	defender against cell death 1	Hs.82890	Defender against cell death 1			4503252	NM_001344	DAD1					
200047_s_at	YY1 transcription factor	Hs.388927	YY1 transcription factor			21464104	NM_003403	YY1					
200048_s_at	jumping translocation breakpoint	Hs.6396	Jumping translocation breakpoint			38455406	NM_006694	JTB					
200049_at	MYST histone acetyltransferase 2	Hs.21907	MYST histone acetyltransferase 2			34222309	NM_007067	MYST2					
200050_at	zinc finger protein 146	Hs.301819	Zinc finger protein 146			6005965	NM_007145	ZNF146					
200051_at	squamous cell carcinoma antigen recognised by T cells	Hs.502883	Squamous cell carcinoma antigen recognised by T cells			38788009	NM_005146	SART1					
200052_s_at	interleukin enhancer binding factor 2, 45kDa	Hs.75117	Interleukin enhancer binding factor 2, 45kDa			24234746	NM_004515	ILF2					
200053_at	sperm associated antigen 7	Hs.90436	Sperm associated antigen 7			4757715	NM_004890	SPAG7					
200054_at	zinc finger protein 259	Hs.7165	Zinc finger protein 259			54114987	NM_003904	ZNF259					
200055_at	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa	Hs.89657	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa			21166374	NM_006284	TAF10					
200056_s_at	nuclear DNA-binding protein	Hs.328883	Nuclear DNA-binding protein			27894371	NM_006333	C1D					
200057_s_at	non-POU domain containing, octamer-binding	Hs.533282	Non-POU domain containing, octamer-binding			34932413	NM_007363	NONO					
200058_s_at	activating signal cointegrator 1 complex subunit 3-like 1	Hs.246112	Activating signal cointegrator 1 complex subunit 3-like 1			37589011	BC001417	ASCC3L1					
200059_s_at	ras homolog gene family, member A	Hs.247077	Ras homolog gene family, member A			33876092	BC001360	RHOA					
200060_s_at	RNA binding protein S1, serine-rich domain	Hs.355643	RNA binding protein S1, serine-rich domain			33990690	BC001659	RNPS1					
200061_s_at	ribosomal protein S24	Hs.356794	Ribosomal protein S24			38197479	BC000523	RPS24					
200062_s_at	ribosomal protein L30	Hs.400295	Ribosomal protein L30			388034	L05095	RPL30					
200063_s_at	nucleophosmin (nucleolar phosphoprotein B23, numatrin)	Hs.519452	Nucleophosmin (nucleolar phosphoprotein B23, numatrin)			33876659	BC002398	NPM1					
200064_at	heat shock 90kDa protein 1, beta	Hs.509736	Heat shock 90kDa protein 1, beta			9082288	AF275719	HSPCB					
200065_s_at	ADP-ribosylation factor 1	Hs.286221	ADP-ribosylation factor 1			3360490	AF052179	ARF1					
200066_at	IK cytokine, down-regulator of HLA II	Hs.421245	IK cytokine, down-regulator of HLA II			5901877	AF182645	IK					
200067_x_at	sorting nexin 3					6010168	AL078596	SNX3					
200068_s_at	calnexin	Hs.529890	Calnexin			179831	M94859	CANX					
200069_at		Hs.506663	Squamous cell carcinoma antigen recognised by T cells 3			4739990	AI656011	SART3					
200070_at	chromosome 2 open reading frame 24	Hs.4973	Chromosome 2 open reading frame 24			33876149	BC001393	C2orf24					
200071_at		Hs.79968	Survival motor neuron domain containing 1			11131523	BF224259	SMNDC1					
200072_s_at	heterogeneous nuclear ribonucleoprotein M	Hs.465808	Heterogeneous nuclear ribonucleoprotein M			3126877	AF061832	HNRPM					
200073_s_at	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)	Hs.480073	Heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)			181913	M94630	HNRPD					
200074_s_at	ribosomal protein L14	Hs.446522	Ribosomal protein L14			608516	U16738	RPL14					
200075_s_at	guanylate kinase 1	Hs.376933	Guanylate kinase 1			33871471	BC006249	GUK1					
200076_s_at	hypothetical protein MGC2749	Hs.369785	Hypothetical protein MGC2749			13623702	BC006479	MGC2749					
200077_s_at	ornithine decarboxylase antizyme 1	Hs.446427	Ornithine decarboxylase antizyme 1			1590807	D87914	OAZ1					
200078_s_at	ATPase, H+ transporting, lysosomal 21kDa, V0 subunit c''	Hs.7476	ATPase, H+ transporting, lysosomal 21kDa, V0 subunit c''			33873258	BC005876	ATP6V0B					
200079_s_at	lysyl-tRNA synthetase	Hs.3100	Lysyl-tRNA synthetase			11095908	AF285758	KARS					
200080_s_at		Hs.533624	H3 histone, family 3A			5747965	AI955655	H3F3A					
200081_s_at		Hs.408073	Ribosomal protein S6			10155746	BE741754	RPS6					
200082_s_at		Hs.546287	Ribosomal protein S7			5392153	AI805587	RPS7					
200083_at		Hs.462492	Ubiquitin specific protease 22			2525670	AA621731	USP22					
200084_at		Hs.546339	Small acidic protein			10162690	BE748698	SMAP					
200085_s_at	transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B)	Hs.172772	Transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B)			46276891	NM_007108	TCEB2					
200086_s_at		Hs.433419	Cytochrome c oxidase subunit IV isoform 1			2942504	AA854966	COX4I1					
200087_s_at		Hs.75914	Coated vesicle membrane protein			10437405	AK024976	RNP24					
200088_x_at				Homo sapiens cDNA: FLJ22838 fis, clone KAIA4494, highly similar to HUML12A Human ribosomal protein L12 mRNA		10439364	AK026491						
200089_s_at		Hs.186350	Ribosomal protein L4			5746196	AI953886	RPL4					
200090_at		Hs.370312	Farnesyltransferase, CAAX box, alpha			12675599	BG168896	FNTA					
200091_s_at		Hs.512676	Ribosomal protein S25			3004063	AA888388	RPS25					
200092_s_at		Hs.524971	Ribosomal protein L37			11110287	BF216701	RPL37					
200093_s_at		Hs.483305	Histidine triad nucleotide binding protein 1			1153263	N32864	HINT1					
200094_s_at		Hs.515070	Eukaryotic translation elongation factor 2			3213756	AI004246	EEF2					
200095_x_at		Hs.406620	Ribosomal protein S10			1973113	AA320764	RPS10					
200096_s_at		Hs.484188	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e			5526362	AI862255	ATP6V0E					
200097_s_at		Hs.522257	Heterogeneous nuclear ribonucleoprotein K			4989849	AI701949	HNRPK					
200098_s_at		Hs.7101	Anaphase promoting complex subunit 5			615166	T33068	ANAPC5					
200099_s_at	KIAA1128					9795038	AL356115	KIAA1128					
200593_s_at	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)	Hs.166463	Heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)			33872674	BC003621	HNRPU					
200594_x_at	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)	Hs.166463	Heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)			14141160	NM_004501	HNRPU					
200595_s_at	eukaryotic translation initiation factor 3, subunit 10 theta, 150/170kDa	Hs.523299	Eukaryotic translation initiation factor 3, subunit 10 theta, 150/170kDa			4503508	NM_003750	EIF3S10					
200596_s_at		Hs.523299	Eukaryotic translation initiation factor 3, subunit 10 theta, 150/170kDa			9896507	BE614908	EIF3S10					
200597_at		Hs.351851	Nanos homolog 1 (Drosophila)			3539086	AI123320	NANOS1					
200598_s_at		Hs.192374	Tumor rejection antigen (gp96) 1			4568135	AI582238	TRA1					
200599_s_at	tumor rejection antigen (gp96) 1	Hs.192374	Tumor rejection antigen (gp96) 1			4507676	NM_003299	TRA1					
200600_at	moesin	Hs.87752	Moesin			53729335	NM_002444	MSN					
200601_at	actinin, alpha 4					3157975	U48734	ACTN4					
200602_at	amyloid beta (A4) precursor protein (protease nexin-II, Alzheimer disease)	Hs.434980	Amyloid beta (A4) precursor protein (protease nexin-II, Alzheimer disease)			41406053	NM_000484	APP					
200603_at	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	Hs.280342	Protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)			4884279	AL050038	PRKAR1A					
200604_s_at	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	Hs.280342	Protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)			1526988	M18468	PRKAR1A					
200605_s_at	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	Hs.280342	Protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)			47132579	NM_002734	PRKAR1A					
200606_at	desmoplakin	Hs.519873	Desmoplakin			58530839	NM_004415	DSP					
200607_s_at		Hs.81848	RAD21 homolog (S. pombe)			13046289	BG289967	RAD21					
200608_s_at	RAD21 homolog (S. pombe)	Hs.81848	RAD21 homolog (S. pombe)			5453993	NM_006265	RAD21					
200609_s_at	WD repeat domain 1	Hs.128548	WD repeat domain 1			53729350	NM_017491	WDR1					
200610_s_at	nucleolin	Hs.79110	Nucleolin			55956787	NM_005381	NCL					
200611_s_at	WD repeat domain 1	Hs.128548	WD repeat domain 1			5103672	AB010427	WDR1					
200612_s_at	adaptor-related protein complex 2, beta 1 subunit	Hs.514819	Adaptor-related protein complex 2, beta 1 subunit			4557468	NM_001282	AP2B1					
200613_at	adaptor-related protein complex 2, mu 1 subunit	Hs.518460	Adaptor-related protein complex 2, mu 1 subunit			14917108	NM_004068	AP2M1					
200614_at	clathrin, heavy polypeptide (Hc)	Hs.491351	Clathrin, heavy polypeptide (Hc)			41327727	NM_004859	CLTC					
200615_s_at		Hs.514819	Adaptor-related protein complex 2, beta 1 subunit			46233848	AL567295	AP2B1					
200616_s_at	KIAA0152	Hs.507074	KIAA0152			33875359	BC000371	KIAA0152					
200617_at	KIAA0152	Hs.507074	KIAA0152			44662824	NM_014730	KIAA0152					
200618_at	LIM and SH3 protein 1	Hs.334851	LIM and SH3 protein 1			5453709	NM_006148	LASP1					
200619_at	splicing factor 3b, subunit 2, 145kDa	Hs.406423	Splicing factor 3b, subunit 2, 145kDa			55749530	NM_006842	SF3B2					
200620_at	chromosome 1 open reading frame 8	Hs.523262	Chromosome 1 open reading frame 8			27545320	NM_004872	C1orf8					
200621_at	cysteine and glycine-rich protein 1	Hs.108080	Cysteine and glycine-rich protein 1			4758085	NM_004078	CSRP1					
200622_x_at		Hs.515487	Calmodulin 3 (phosphorylase kinase, delta)			10287071	AV685208	CALM3					
200623_s_at	calmodulin 3 (phosphorylase kinase, delta)	Hs.515487	Calmodulin 3 (phosphorylase kinase, delta)			58218967	NM_005184	CALM3					
200624_s_at		Hs.268939	Matrin 3			2355879	AA577695	MATR3					
200625_s_at	CAP, adenylate cyclase-associated protein 1 (yeast)	Hs.370581	CAP, adenylate cyclase-associated protein 1 (yeast)			10938021	NM_006367	CAP1					
200626_s_at	matrin 3					62750352	NM_018834	MATR3					
200627_at	unactive progesterone receptor, 23 kD	Hs.50425	Unactive progesterone receptor, 23 kD			12804292	BC003005	TEBP					
200628_s_at	tryptophanyl-tRNA synthetase	Hs.497599	Tryptophanyl-tRNA synthetase			340367	M61715	WARS					
200629_at	tryptophanyl-tRNA synthetase	Hs.497599	Tryptophanyl-tRNA synthetase			47419913	NM_004184	WARS					
200630_x_at		Hs.436687	SET translocation (myeloid leukemia-associated)			10719140	AV702810	SET					
200631_s_at	SET translocation (myeloid leukemia-associated)	Hs.436687	SET translocation (myeloid leukemia-associated)			4506890	NM_003011	SET					
200632_s_at	N-myc downstream regulated gene 1	Hs.372914	N-myc downstream regulated gene 1			37655182	NM_006096	NDRG1					
200633_at	ubiquitin B	Hs.356190	Ubiquitin B			22538474	NM_018955	UBB					
200634_at	profilin 1	Hs.494691	Profilin 1			16753213	NM_005022	PFN1					
200635_s_at		Hs.272062	Protein tyrosine phosphatase, receptor type, F			55781008	AU145351	PTPRF					
200636_s_at	protein tyrosine phosphatase, receptor type, F	Hs.272062	Protein tyrosine phosphatase, receptor type, F			18860871	NM_002840	PTPRF					
200637_s_at		Hs.272062	Protein tyrosine phosphatase, receptor type, F			5178294	AI762627	PTPRF					
200638_s_at	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	Hs.492407	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide			33872677	BC003623	YWHAZ					
200639_s_at	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	Hs.492407	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide			21735623	NM_003406	YWHAZ					
200640_at	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	Hs.492407	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide			21735623	NM_003406	YWHAZ					
200641_s_at	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	Hs.492407	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide			899458	U28964	YWHAZ					
200642_at	superoxide dismutase 1, soluble (amyotrophic lateral sclerosis 1 (adult))	Hs.443914	Superoxide dismutase 1, soluble (amyotrophic lateral sclerosis 1 (adult))			48762945	NM_000454	SOD1					
200643_at	high density lipoprotein binding protein (vigilin)	Hs.471851	High density lipoprotein binding protein (vigilin)			42716278	NM_005336	HDLBP					
200644_at	MARCKS-like 1	Hs.75061	MARCKS-like 1			32401423	NM_023009	MARCKSL1					
200645_at	GABA(A) receptor-associated protein	Hs.84359	GABA(A) receptor-associated protein			6005763	NM_007278	GABARAP					
200646_s_at	nucleobindin 1	Hs.515524	Nucleobindin 1			39725676	NM_006184	NUCB1					
200647_x_at	eukaryotic translation initiation factor 3, subunit 8, 110kDa	Hs.192425	Eukaryotic translation initiation factor 3, subunit 8, 110kDa			5579457	NM_003752	EIF3S8					
200648_s_at	glutamate-ammonia ligase (glutamine synthase)	Hs.518525	Glutamate-ammonia ligase (glutamine synthase)			21361767	NM_002065	GLUL					
200649_at	nucleobindin 1	Hs.515524	Nucleobindin 1			38197194	BC002356	NUCB1					
200650_s_at	lactate dehydrogenase A	Hs.2795	Lactate dehydrogenase A			5031856	NM_005566	LDHA					
200651_at	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1	Hs.5662	Guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1			55742675	NM_006098	GNB2L1					
200652_at	signal sequence receptor, beta (translocon-associated protein beta)	Hs.74564	Signal sequence receptor, beta (translocon-associated protein beta)			6552341	NM_003145	SSR2					
200653_s_at	calmodulin 1 (phosphorylase kinase, delta)	Hs.282410	Calmodulin 1 (phosphorylase kinase, delta)			179809	M27319	CALM1					
200654_at	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide (protein disulfide isomerase-associated 1)	Hs.464336	Procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide (protein disulfide isomerase; thyroid hormone binding protein p55)			339646	J02783	P4HB					
200655_s_at	calmodulin 1 (phosphorylase kinase, delta)	Hs.282410	Calmodulin 1 (phosphorylase kinase, delta)			31377794	NM_006888	CALM1					
200656_s_at	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide (protein disulfide isomerase-associated 1)	Hs.464336	Procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), beta polypeptide (protein disulfide isomerase; thyroid hormone binding protein p55)			20070124	NM_000918	P4HB					
200657_at	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5	Hs.522767	Solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5			4502098	NM_001152	SLC25A5					
200658_s_at		Hs.514303	Prohibitin			46185389	AL560017	PHB					
200659_s_at	prohibitin	Hs.514303	Prohibitin			6031190	NM_002634	PHB					
200660_at	S100 calcium binding protein A11 (calgizzarin)	Hs.417004	S100 calcium binding protein A11 (calgizzarin)			5032056	NM_005620	S100A11					
200661_at	protective protein for beta-galactosidase (galactosialidosis)	Hs.517076	Protective protein for beta-galactosidase (galactosialidosis)			4505988	NM_000308	PPGB					
200662_s_at	translocase of outer mitochondrial membrane 20 homolog (yeast)	Hs.533192	Translocase of outer mitochondrial membrane 20 homolog (yeast)			7657256	NM_014765	TOMM20					
200663_at	CD63 antigen (melanoma 1 antigen)	Hs.445570	CD63 antigen (melanoma 1 antigen)			34328936	NM_001780	CD63					
200664_s_at							BG537255						
200665_s_at	secreted protein, acidic, cysteine-rich (osteonectin)	Hs.111779	Secreted protein, acidic, cysteine-rich (osteonectin)			48675809	NM_003118	SPARC					
200666_s_at	DnaJ (Hsp40) homolog, subfamily B, member 1	Hs.515210	DnaJ (Hsp40) homolog, subfamily B, member 1			5453689	NM_006145	DNAJB1					
200667_at		Hs.518773	Ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)			11513123	BF448062	UBE2D3					
200668_s_at	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)	Hs.518773	Ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)			13097281	BC003395	UBE2D3					
200669_s_at	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)	Hs.518773	Ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)			33149308	NM_003340	UBE2D3					
200670_at	X-box binding protein 1	Hs.437638	X-box binding protein 1			14110394	NM_005080	XBP1					
200671_s_at		Hs.503178	Spectrin, beta, non-erythrocytic 1			1264810	N92501	SPTBN1					
200672_x_at	spectrin, beta, non-erythrocytic 1	Hs.503178	Spectrin, beta, non-erythrocytic 1			4507194	NM_003128	SPTBN1					
200673_at	lysosomal-associated protein transmembrane 4 alpha	Hs.467807	Lysosomal-associated protein transmembrane 4 alpha			41352690	NM_014713	LAPTM4A					
200674_s_at	ribosomal protein L32	Hs.265174	Ribosomal protein L32			55925647	NM_000994	RPL32					
